epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,3648.12,0.29617,0.21753,0.86025,0.9886,0.95983,0.98014,0.95402,0.21404,0.18175,0.78488,0.0001783,0.0001783,0.0001783
168,3765.99,0.30543,0.21077,0.85566,0.98726,0.96206,0.98171,0.95567,0.20883,0.17754,0.78275,0.00017335,0.00017335,0.00017335
169,3884.17,0.30416,0.21798,0.85889,0.99021,0.96049,0.97981,0.95412,0.20412,0.17851,0.78267,0.0001684,0.0001684,0.0001684
170,4002.57,0.30537,0.21252,0.86074,0.98777,0.96206,0.98037,0.95383,0.20325,0.17485,0.78303,0.00016345,0.00016345,0.00016345
171,4120.15,0.29331,0.20856,0.85519,0.9909,0.96587,0.98006,0.95292,0.20679,0.1773,0.78505,0.0001585,0.0001585,0.0001585
172,4238.04,0.3071,0.21374,0.86422,0.99133,0.96566,0.98053,0.9543,0.20667,0.17271,0.78556,0.00015355,0.00015355,0.00015355
173,4356.23,0.28955,0.20543,0.8466,0.98796,0.96206,0.98008,0.95371,0.20945,0.17579,0.78577,0.0001486,0.0001486,0.0001486
174,4474.37,0.28916,0.20707,0.85343,0.98629,0.96206,0.98014,0.95498,0.21397,0.17807,0.78659,0.00014365,0.00014365,0.00014365
175,4592.42,0.29919,0.21207,0.85957,0.98575,0.95918,0.98012,0.95363,0.21074,0.18408,0.78683,0.0001387,0.0001387,0.0001387
176,4710.29,0.2985,0.20883,0.86008,0.98612,0.96161,0.9801,0.95266,0.2163,0.17804,0.78716,0.00013375,0.00013375,0.00013375
